0	8.740963
1	8.587222
2	12.448912
3	16.157497
4	19.559485
5	24.980084
6	25.682958
7	28.710266
8	32.62704
9	37.406234
10	40.837027
11	43.784729
12	46.039469
13	49.428131
14	52.866387
15	56.233882
16	61.174603
17	65.233759
18	65.766082
19	65.938223
20	67.463198
21	67.999159
22	69.319
23	74.136728
24	81.338627
25	86.10247
26	88.685014
27	90.269213
28	85.303841
29	87.142144
30	98.322066
31	110.695847
32	121.390822
33	127.644029
34	126.704395
35	131.03736
36	134.770992
37	135.799667
38	135.428254
39	147.904314
40	146.935008
41	155.132012
42	156.571124
43	158.943875
44	171.543367
45	187.263091
46	164.034877
47	188.926606
48	194.731882
49	195.479918
50	190.311012
51	195.128985
52	189.823173
53	204.864706
54	194.445031
55	194.204387
56	195.812187
57	218.788999
58	196.035808
59	204.547083
60	201.487096
61	214.429516
62	222.631369
63	205.985546
64	218.576666
65	220.302946
66	215.639607
67	246.506249
68	209.922063
69	234.509833
70	224.489749
71	198.179777
72	241.279479
73	278.185625
74	291.505333
75	258.499999
76	260.8225
77	266.176818
78	214.654687
79	258.850952
80	159.574444
81	235.568484
82	270.375
83	269.265
84	293.775
85	130.044444
86	185.746666
87	204.808333
88	168.918571
89	378.493332
90	215.04375
91	29.325
92	256.63875
93	412.614
94	326.300833
95	359.961428
96	194.892499
97	212.466666
98	233.286
99	305.282499
100	55.431681
101	99.726666
102	190.535
103	313.109375
104	374.816
105	145.55
106	296.748333
107	0.3
108	541.1125
109	8.0
110	271.5775
111	257.55
112	166.5725
113	66.97
114	159.17
116	333.57
117	0.81
118	185.676666
119	442.87
122	441.885
123	415.0
124	192.799999
126	687.84
127	206.175
128	161.51
129	0.8
130	185.815
132	54.465
134	42.595
135	593.995
136	261.065
138	600.3
140	250.822499
143	284.993333
147	20.58
148	104.82
150	82.03
151	58.34
152	136.58
153	-0.486667
154	481.12
155	64.045
156	63.36
157	33.33
158	45.846666
159	120.46
160	8.993333
161	320.38
162	8.63
163	9.235
164	52.8
165	45.203333
166	17.045
167	92.83
168	37.328333
169	174.202
170	30.93
171	35.041666
172	26.256666
174	49.524166
175	38.248
176	75.3675
177	293.687499
178	5.63
179	304.7725
180	49.384
181	30.76375
182	173.9725
183	23.2925
184	40.798333
185	30.982
186	60.59
188	8.63
189	333.56
190	70.0
191	24.326666
192	641.02
193	64.17
196	588.8
197	676.905
199	16.335
