9,35,43.335
9,25,9.347
9,13,66.913
9,43,27.491
9,15,47.459
9,46,46.209
9,4,4.062
9,33,53.365
9,18,36.502
9,23,81.317
9,11,16.167
9,19,68.698
9,38,27.105
9,34,28.051
9,44,75.653
9,39,6.036
9,3,7.910
9,41,31.210
9,0,80.657
9,31,21.255
9,20,52.154
9,8,62.330
9,37,62.677
9,14,75.023
9,1,92.769
9,9,67.599
9,40,41.189
9,28,23.087
9,47,89.711
9,42,23.805
9,32,92.546
9,36,38.437
9,24,82.643
9,26,62.550
9,45,52.867
9,10,44.792
9,17,88.601
9,30,55.877
9,21,80.236
9,7,75.287
9,2,73.877
9,6,17.484
9,22,60.171
9,27,82.858
9,12,2.144
9,16,62.867
9,5,50.190
9,29,19.542
27,35,36.690
27,25,89.005
27,13,24.206
27,43,70.755
27,15,53.659
27,46,79.642
27,4,95.568
27,33,77.574
27,18,5.313
27,23,15.705
27,11,68.750
27,19,5.174
27,38,57.586
27,34,72.112
27,44,94.007
27,39,18.753
27,3,14.576
27,41,11.973
27,0,76.756
27,31,9.671
27,20,34.132
27,8,47.102
27,37,24.018
27,14,73.959
27,1,33.321
27,9,19.818
27,40,93.929
27,28,82.988
27,47,80.304
27,42,75.126
27,32,51.163
27,36,1.777
27,24,70.041
27,26,34.717
27,45,21.039
27,10,4.309
27,17,85.245
27,30,54.568
27,21,78.157
27,7,7.136
27,2,51.130
27,6,46.514
27,22,1.596
27,27,92.727
27,12,2.754
27,16,70.795
27,5,78.030
27,29,22.162
30,35,97.142
30,25,61.373
30,13,36.540
30,43,43.178
30,15,18.874
30,46,28.716
30,4,54.498
30,33,84.015
30,18,47.440
30,23,95.814
30,11,82.566
30,19,86.116
30,38,77.452
30,34,62.291
30,44,98.669
30,39,69.464
30,3,8.631
30,41,58.837
30,0,15.758
30,31,43.180
30,20,51.549
30,8,49.524
30,37,36.240
30,14,70.973
30,1,27.179
30,9,63.156
30,40,67.131
30,28,76.144
30,47,73.603
30,42,86.442
30,32,84.320
30,36,24.065
30,24,11.585
30,26,31.554
30,45,61.766
30,10,51.387
30,17,62.222
30,30,98.582
30,21,62.016
30,7,20.728
30,2,54.522
30,6,89.378
30,22,18.133
30,27,67.169
30,12,8.507
30,16,93.498
30,5,23.921
30,29,68.623
15,35,30.317
15,25,59.188
15,13,89.288
15,43,15.972
15,15,9.797
15,46,82.806
15,4,10.663
15,33,80.869
15,18,68.177
15,23,98.580
15,11,52.546
15,19,79.164
15,38,63.717
15,34,27.284
15,44,35.626
15,39,6.165
15,3,26.540
15,41,47.187
15,0,79.295
15,31,76.272
15,20,60.430
15,8,83.536
15,37,52.008
15,14,34.015
15,1,18.942
15,9,73.890
15,40,41.580
15,28,16.103
15,47,35.975
15,42,55.747
15,32,69.351
15,36,34.824
15,24,66.804
15,26,40.239
15,45,37.106
15,10,22.000
15,17,74.591
15,30,81.028
15,21,13.667
15,7,19.626
15,2,79.514
15,6,21.112
15,22,39.293
15,27,28.489
15,12,72.907
15,16,1.889
15,5,50.333
15,29,29.215
21,35,87.197
21,25,48.619
21,13,4.021
21,43,71.587
21,15,3.896
21,46,4.332
21,4,13.859
21,33,87.442
21,18,76.578
21,23,70.269
21,11,89.727
21,19,20.026
21,38,43.484
21,34,25.097
21,44,13.701
21,39,78.445
21,3,5.307
21,41,37.423
21,0,72.456
21,31,19.676
21,20,47.697
21,8,56.566
21,37,10.238
21,14,32.573
21,1,95.155
21,9,65.033
21,40,62.554
21,28,48.420
21,47,93.250
21,42,2.854
21,32,80.066
21,36,30.777
21,24,29.460
21,26,28.697
21,45,54.598
21,10,3.747
21,17,19.448
21,30,65.578
21,21,14.742
21,7,62.226
21,2,5.217
21,6,90.045
21,22,67.239
21,27,70.335
21,12,34.317
21,16,62.853
21,5,22.125
21,29,94.921
4,35,15.209
4,25,66.454
4,13,54.577
4,43,39.886
4,15,72.827
4,46,9.998
4,4,24.452
4,33,44.068
4,18,60.561
4,23,86.134
4,11,95.719
4,19,80.479
4,38,20.122
4,34,15.492
4,44,72.283
4,39,47.974
4,3,19.106
4,41,94.580
4,0,94.155
4,31,77.702
4,20,37.629
4,8,70.682
4,37,18.473
4,14,86.239
4,1,19.965
4,9,3.416
4,40,43.598
4,28,94.839
4,47,54.951
4,42,36.762
4,32,21.287
4,36,99.999
4,24,99.723
4,26,97.639
4,45,41.924
4,10,24.368
4,17,15.423
4,30,57.545
4,21,70.826
4,7,98.998
4,2,40.590
4,6,42.291
4,22,59.856
4,27,28.045
4,12,88.232
4,16,51.529
4,5,57.877
4,29,65.243
7,35,15.948
7,25,54.556
7,13,96.027
7,43,87.822
7,15,84.978
7,46,61.788
7,4,29.356
7,33,88.013
7,18,93.661
7,23,32.324
7,11,75.075
7,19,14.890
7,38,43.588
7,34,67.200
7,44,99.456
7,39,89.995
7,3,72.549
7,41,55.202
7,0,70.390
7,31,89.091
7,20,67.446
7,8,83.513
7,37,10.662
7,14,29.291
7,1,52.411
7,9,99.026
7,40,58.181
7,28,25.976
7,47,32.660
7,42,7.790
7,32,63.768
7,36,87.089
7,24,62.992
7,26,29.861
7,45,34.473
7,10,93.770
7,17,1.323
7,30,84.726
7,21,61.031
7,7,75.746
7,2,2.284
7,6,68.516
7,22,51.702
7,27,27.512
7,12,3.693
7,16,98.366
7,5,31.603
7,29,27.044
20,35,59.539
20,25,41.593
20,13,56.532
20,43,12.633
20,15,77.160
20,46,17.736
20,4,33.398
20,33,45.412
20,18,23.414
20,23,60.078
20,11,35.537
20,19,35.244
20,38,74.891
20,34,49.896
20,44,50.505
20,39,35.843
20,3,0.599
20,41,91.489
20,0,0.400
20,31,21.386
20,20,82.058
20,8,78.943
20,37,30.319
20,14,41.298
20,1,95.361
20,9,16.611
20,40,69.248
20,28,12.530
20,47,2.530
20,42,94.474
20,32,29.505
20,36,49.357
20,24,25.354
20,26,86.809
20,45,25.787
20,10,49.564
20,17,3.914
20,30,38.015
20,21,62.954
20,7,52.873
20,2,74.119
20,6,22.964
20,22,62.861
20,27,62.559
20,12,33.849
20,16,20.950
20,5,74.863
20,29,74.408
25,35,5.645
25,25,22.018
25,13,42.085
25,43,88.563
25,15,45.436
25,46,92.453
25,4,76.075
25,33,89.206
25,18,91.384
25,23,62.168
25,11,26.187
25,19,64.699
25,38,94.693
25,34,60.940
25,44,16.834
25,39,6.472
25,3,25.124
25,41,22.709
25,0,65.701
25,31,68.820
25,20,97.931
25,8,97.559
25,37,89.080
25,14,93.733
25,1,26.090
25,9,59.551
25,40,46.657
25,28,5.001
25,47,61.934
25,42,75.233
25,32,77.439
25,36,54.022
25,24,55.678
25,26,2.418
25,45,30.898
25,10,56.125
25,17,24.847
25,30,21.775
25,21,3.031
25,7,90.678
25,2,98.213
25,6,64.752
25,22,45.674
25,27,50.831
25,12,70.646
25,16,90.581
25,5,29.260
25,29,19.511
26,35,81.109
26,25,82.330
26,13,4.151
26,43,17.084
26,15,5.091
26,46,77.430
26,4,23.702
26,33,13.102
26,18,34.838
26,23,21.618
26,11,63.474
26,19,19.648
26,38,6.055
26,34,36.891
26,44,95.250
26,39,87.002
26,3,18.086
26,41,23.872
26,0,52.025
26,31,3.710
26,20,86.107
26,8,76.871
26,37,50.646
26,14,62.603
26,1,58.492
26,9,75.998
26,40,22.515
26,28,91.926
26,47,30.253
26,42,34.798
26,32,39.550
26,36,66.431
