22,2,50.870
22,21,54.907
22,30,11.940
22,40,82.319
22,34,85.558
22,18,69.672
22,37,38.916
22,12,53.211
22,20,29.037
22,35,83.796
22,33,7.369
22,3,74.731
22,16,7.124
22,1,68.997
22,17,13.693
22,15,87.236
22,13,95.949
22,41,11.620
22,5,8.091
22,29,72.001
22,26,75.092
22,6,94.402
22,27,18.663
22,42,26.889
22,4,10.330
22,36,92.361
22,14,0.746
22,44,13.848
22,8,43.225
22,7,86.700
22,46,29.782
22,31,18.905
22,10,91.431
22,39,49.977
22,19,84.221
22,22,78.708
22,28,18.387
22,43,58.189
22,38,71.346
22,25,44.195
22,9,13.991
22,11,41.010
22,47,33.315
22,32,71.559
22,23,38.852
22,45,90.111
22,24,33.380
22,0,53.459
5,2,23.906
5,21,7.296
5,30,62.914
5,40,29.299
5,34,84.457
5,18,89.145
5,37,28.770
5,12,42.405
5,20,3.113
5,35,12.906
5,33,77.413
5,3,44.037
5,16,59.613
5,1,9.581
5,17,87.427
5,15,79.469
5,13,37.230
5,41,84.461
5,5,15.170
5,29,29.705
5,26,15.187
5,6,72.811
5,27,9.723
5,42,23.922
5,4,64.444
5,36,98.966
5,14,22.752
5,44,82.381
5,8,0.276
5,7,40.794
5,46,26.482
5,31,97.247
5,10,9.166
5,39,88.302
5,19,18.732
5,22,9.704
5,28,59.884
5,43,25.103
5,38,37.781
5,25,95.692
5,9,28.984
5,11,54.507
5,47,31.818
5,32,29.780
5,23,19.517
5,45,38.233
5,24,27.840
5,0,56.881
15,2,28.409
15,21,15.005
15,30,23.058
15,40,64.968
15,34,22.719
15,18,18.781
15,37,78.246
15,12,18.369
15,20,17.948
15,35,21.903
15,33,26.911
15,3,80.935
15,16,12.552
15,1,87.152
15,17,26.799
15,15,31.045
15,13,22.007
15,41,24.520
15,5,70.929
15,29,46.371
15,26,73.053
15,6,13.434
15,27,44.230
15,42,15.258
15,4,64.141
15,36,69.261
15,14,58.824
15,44,13.756
15,8,71.662
15,7,4.070
15,46,26.062
15,31,72.569
15,10,83.176
15,39,56.002
15,19,26.696
15,22,46.567
15,28,68.661
15,43,38.981
15,38,21.879
15,25,91.016
15,9,58.707
15,11,95.111
15,47,7.161
15,32,43.318
15,23,84.612
15,45,15.774
15,24,49.274
15,0,6.776
19,2,49.496
19,21,34.254
19,30,61.177
19,40,33.826
19,34,41.841
19,18,82.679
19,37,64.731
19,12,10.127
19,20,73.278
19,35,49.115
19,33,62.303
19,3,48.084
19,16,20.954
19,1,66.846
19,17,88.715
19,15,8.586
19,13,81.504
19,41,17.192
19,5,43.184
19,29,83.146
19,26,98.420
19,6,29.661
19,27,7.229
19,42,85.132
19,4,7.514
19,36,18.785
19,14,39.004
19,44,18.397
19,8,56.228
19,7,5.700
19,46,97.116
19,31,14.382
19,10,91.681
19,39,34.329
19,19,87.694
19,22,54.621
19,28,79.641
19,43,6.978
19,38,47.355
19,25,24.633
19,9,12.025
19,11,32.221
19,47,71.639
19,32,77.233
19,23,84.048
19,45,99.132
19,24,73.630
19,0,18.644
4,2,73.818
4,21,66.261
4,30,10.668
4,40,69.083
4,34,36.951
4,18,81.162
4,37,48.426
4,12,91.059
4,20,36.695
4,35,26.867
4,33,41.083
4,3,23.220
4,16,66.082
4,1,25.396
4,17,93.934
4,15,5.352
4,13,82.787
4,41,15.188
4,5,40.495
4,29,30.999
4,26,69.675
4,6,59.300
4,27,10.010
4,42,18.198
4,4,54.389
4,36,34.276
4,14,83.234
4,44,45.929
4,8,69.917
4,7,95.784
4,46,34.476
4,31,64.147
4,10,14.689
4,39,16.434
4,19,36.094
4,22,48.648
4,28,75.575
4,43,43.634
4,38,58.001
4,25,38.498
4,9,10.052
4,11,30.898
4,47,29.183
4,32,63.422
4,23,44.827
4,45,54.729
4,24,40.863
4,0,41.265
30,2,37.403
30,21,40.991
30,30,61.644
30,40,1.550
30,34,64.313
30,18,89.661
30,37,3.820
30,12,70.125
30,20,45.199
30,35,4.877
30,33,27.011
30,3,32.071
30,16,85.415
30,1,8.420
30,17,90.388
30,15,75.231
30,13,21.521
30,41,39.076
30,5,67.961
30,29,5.167
30,26,83.790
30,6,17.764
30,27,22.766
30,42,13.796
30,4,47.798
30,36,88.866
30,14,95.240
30,44,78.640
30,8,33.160
30,7,31.935
30,46,98.696
30,31,67.322
30,10,21.674
30,39,74.708
30,19,30.513
30,22,22.871
30,28,9.388
30,43,28.346
